"","Lote","Germinacion","Fin.Cosecha","Rendimiento","Stage_1","Stage_2","Temp_Max_Avg_VEG","Temp_Min_Avg_VEG","Temp_Avg_VEG","Diurnal_Range_Avg_VEG","Sol_Ener_Accu_VEG","Temp_Max_34_Freq_VEG","Rain_Accu_VEG","Rain_10_Freq_VEG","Temp_Min_15_Freq_VEG","Rhum_Avg_VEG","Rhum_sd_VEG","Temp_Max_Avg_REP","Temp_Min_Avg_REP","Temp_Avg_REP","Diurnal_Range_Avg_REP","Sol_Ener_Accu_REP","Temp_Max_34_Freq_REP","Rain_Accu_REP","Rain_10_Freq_REP","Temp_Min_15_Freq_REP","Rhum_Avg_REP","Rhum_sd_REP","Temp_Max_Avg_LLEN","Temp_Min_Avg_LLEN","Temp_Avg_LLEN","Diurnal_Range_Avg_LLEN","Sol_Ener_Accu_LLEN","Temp_Max_34_Freq_LLEN","Rain_Accu_LLEN","Rain_10_Freq_LLEN","Temp_Min_15_Freq_LLEN","Rhum_Avg_LLEN","Rhum_sd_LLEN"
"409",311,2015-07-15,2015-11-09,3006,2015-08-30,2015-10-10,34.7326086956522,24.7413043478261,29.7369565217391,9.99130434782609,21930.4076555,0.739130434782609,105,0.0434782608695652,0,78.8045652173913,5.88791142238692,33.8780487804878,23.709756097561,28.7939024390244,10.1682926829268,19645.5823925,0.560975609756098,169.6,0.146341463414634,0,88.7434146341463,4.24896376176362,33.9258064516129,23.2935483870968,28.6096774193548,10.6322580645161,15269.6704308,0.516129032258065,202.3,0.225806451612903,0,90.5525806451613,2.73972622445131
"410",314,2015-07-15,2015-11-15,6492,2015-09-02,2015-10-14,34.7489795918367,24.6714285714286,29.7102040816327,10.0775510204082,23361.9192344,0.755102040816326,143.9,0.0816326530612245,0,79.3736734693878,6.16776556443443,33.8119047619048,23.6785714285714,28.7452380952381,10.1333333333333,20219.8116748,0.523809523809524,162.9,0.142857142857143,0,88.8535714285714,4.23407594746715,33.9757575757576,23.4242424242424,28.7,10.5515151515152,15644.3942588,0.515151515151515,170.3,0.151515151515152,0,89.5963636363636,3.55373818867349
"411",320,2015-07-15,2015-11-10,6712,2015-08-31,2015-10-10,34.7659574468085,24.7063829787234,29.736170212766,10.0595744680851,22424.107177,0.74468085106383,119.9,0.0638297872340425,0,78.9242553191489,5.88108565276294,33.8175,23.725,28.77125,10.0925,19151.882871,0.55,154.7,0.125,0,88.85125,4.24589405733985,33.921875,23.325,28.6234375,10.596875,15662.191005,0.5,202.3,0.21875,0,90.426875,2.78740535786101
"412",197,2015-07-16,2015-11-13,6124,2015-09-02,2015-10-13,34.7416666666667,24.6958333333333,29.71875,10.0458333333333,22834.3831578,0.75,143,0.0833333333333333,0,79.4904166666667,6.17808169577874,33.8463414634146,23.7219512195122,28.7841463414634,10.1243902439024,19628.6951198,0.536585365853659,151,0.121951219512195,0,88.7258536585366,4.2039695381923,33.9,23.315625,28.6078125,10.584375,15469.4652635,0.5,182,0.1875,0,90.1784375,3.17582309308129
"413",233,2015-07-16,2015-11-14,4312,2015-09-02,2015-10-14,34.7416666666667,24.6958333333333,29.71875,10.0458333333333,22834.3831578,0.75,143,0.0833333333333333,0,79.4904166666667,6.17808169577874,33.8119047619048,23.6785714285714,28.7452380952381,10.1333333333333,20219.8116748,0.523809523809524,162.9,0.142857142857143,0,88.8535714285714,4.23407594746715,33.940625,23.421875,28.68125,10.51875,15232.5060291,0.5,170.1,0.15625,0,89.83875,3.3219142848859
"414",235,2015-07-16,2015-11-15,8690,2015-09-02,2015-10-14,34.7416666666667,24.6958333333333,29.71875,10.0458333333333,22834.3831578,0.75,143,0.0833333333333333,0,79.4904166666667,6.17808169577874,33.8119047619048,23.6785714285714,28.7452380952381,10.1333333333333,20219.8116748,0.523809523809524,162.9,0.142857142857143,0,88.8535714285714,4.23407594746715,33.9757575757576,23.4242424242424,28.7,10.5515151515152,15644.3942588,0.515151515151515,170.3,0.151515151515152,0,89.5963636363636,3.55373818867349
"415",298,2015-07-16,2015-11-16,6898,2015-09-03,2015-10-15,34.6795918367347,24.6755102040816,29.6775510204082,10.0040816326531,23244.1630621,0.73469387755102,143,0.0816326530612245,0,79.7261224489796,6.33212570163926,33.852380952381,23.6880952380952,28.7702380952381,10.1642857142857,20331.821627,0.523809523809524,188.3,0.166666666666667,0,88.9266666666667,4.29874778514921,34.0151515151515,23.4121212121212,28.7136363636364,10.6030303030303,15559.7098568,0.545454545454545,144.9,0.121212121212121,0,89.26,3.63749312714127
"416",334,2015-07-16,2015-11-16,3540,2015-09-03,2015-10-15,34.6795918367347,24.6755102040816,29.6775510204082,10.0040816326531,23244.1630621,0.73469387755102,143,0.0816326530612245,0,79.7261224489796,6.33212570163926,33.852380952381,23.6880952380952,28.7702380952381,10.1642857142857,20331.821627,0.523809523809524,188.3,0.166666666666667,0,88.9266666666667,4.29874778514921,34.0151515151515,23.4121212121212,28.7136363636364,10.6030303030303,15559.7098568,0.545454545454545,144.9,0.121212121212121,0,89.26,3.63749312714127
"417",263,2015-07-19,2015-11-14,3850,2015-09-04,2015-10-14,34.5765957446809,24.6829787234043,29.6297872340426,9.8936170212766,22157.6520574,0.702127659574468,106.4,0.0638297872340425,0,80.1646808510638,6.40234293088283,33.8975,23.68,28.78875,10.2175,19444.3820097,0.55,156.6,0.15,0,88.78625,4.32584699724687,33.940625,23.421875,28.68125,10.51875,15232.5060291,0.5,170.1,0.15625,0,89.83875,3.3219142848859
"418",194,2015-07-21,2015-11-17,5968,2015-09-06,2015-10-17,34.5787234042553,24.668085106383,29.6234042553191,9.91063829787234,22233.6344497,0.723404255319149,130.5,0.0851063829787234,0,80.2970212765957,6.53129919657564,33.8317073170732,23.6853658536585,28.7585365853659,10.1463414634146,19925.4315791,0.51219512195122,187.2,0.170731707317073,0,89.2143902439024,4.35917139418748,34.121875,23.41875,28.7703125,10.703125,14882.4620099,0.59375,115.6,0.09375,0,88.8415625,3.60654522328234
